id;idRun;date;price;priceCouverture;sansRisque;risque
1;0;;;;;
2;1;2006-02-02;1,1140206830956216;1;1;0
3;1;2006-02-03;1,1150923719818442;1,0009620008878466;1,0009620008878466;0
4;1;2006-02-06;1,1161650918337207;1,0019249272214015;1,0019249272214015;0
5;1;2006-02-07;1,1172388436430478;1,002888779890944;0,98926668454728706;1,3622095343657046E-2
6;1;2006-02-08;1,1161422414360336;1,0029798698672121;0,93414408785816305;6,8835782009049107E-2
7;1;2006-02-09;1,1193894471059844;1,0057651098423124;1,0057651098423124;0
8;1;2006-02-10;1,1199198428847961;1,0067326567709458;0,99307121019218747;1,3661446578758341E-2
9;1;2006-02-13;1,121544190324069;1,00818297209851;1,00818297209851;0
10;1;2006-02-14;1,1226231168309193;1,0091528450127807;1,0091528450127807;0
11;1;2006-02-15;1,1237030812660285;1,0101236509456559;1,0101236509456559;0
12;1;2006-02-16;1,1247840846278792;1,0110953907947005;0,96995311545489593;4,1142275339804468E-2
13;1;2006-02-17;1,125317036525991;1,0133237069134327;0,98586913741662641;2,7454569496806244E-2
14;1;2006-02-20;1,1258499728978986;1,0142800611949938;0,97305858996943739;4,1221471225556312E-2
15;1;2006-02-21;1,1280333382732086;1,0153354567686954;1,0015817479962041;1,3753708772491213E-2
16;1;2006-02-22;1,1291185073461483;1,0163039482386149;1,0163039482386149;0
17;1;2006-02-23;1,1296535130062608;1,0172816335391424;0,97661315004406246;4,0668483495079899E-2
18;1;2006-02-24;1,1307402406887341;1,0184373835014247;0,99085050308178635;2,7586880419638301E-2
19;1;2006-02-27;1,1323802821846594;1,0194860931305763;1,0056793836190288;1,3806709511547442E-2
20;1;2006-02-28;1,1334696330215044;1,020248797028688;1,020248797028688;0
21;1;2006-03-01;1,1345600318148152;1,0212302772772539;1,0073969908547298;1,3833286422524236E-2
22;1;2006-03-02;1,1356514795727397;1,0225647097443438;1,0225647097443438;0
23;1;2006-03-03;1,1367439773043733;1,0235484179029983;1,0235484179029983;0
